0	-0.00794864	0.050018
0.01	-0.00579132	0.0500317
0.02	-0.0035228	0.0500411
0.03	-0.00113762	0.0500457
0.04	0.00136997	0.0500455
0.05	0.00400598	0.0500402
0.06	0.00677673	0.0500294
0.07	0.00968882	0.050013
0.08	0.0127492	0.0499906
0.09	0.0159651	0.0499619
0.1	0.0193441	0.0499266
0.11	0.0228941	0.0498844
0.12	0.0266235	0.0498349
0.13	0.030541	0.0497778
0.14	0.0346557	0.0497126
0.15	0.0389769	0.049639
0.16	0.0435147	0.0495565
0.17	0.0482793	0.0494648
0.18	0.0532815	0.0493633
0.19	0.0585325	0.0492515
0.2	0.0640438	0.049129
0.21	0.0698276	0.0489951
0.22	0.0758963	0.0488495
0.23	0.0822628	0.0486914
0.24	0.0889405	0.0485202
0.25	0.0959431	0.0483354
0.26	0.103285	0.0481362
0.27	0.11098	0.047922
0.28	0.119043	0.047692
0.29	0.12749	0.0474456
0.3	0.136335	0.0471818
0.31	0.145593	0.0469
0.32	0.15528	0.0465992
0.33	0.165412	0.0462785
0.34	0.176002	0.0459372
0.35	0.187065	0.0455742
0.36	0.198616	0.0451886
0.37	0.210666	0.0447794
0.38	0.223229	0.0443456
0.39	0.236315	0.0438862
0.4	0.249932	0.0434
0.41	0.264089	0.0428861
0.42	0.278789	0.0423433
0.43	0.294035	0.0417706
0.44	0.309826	0.0411668
0.45	0.326158	0.0405309
0.46	0.343022	0.0398618
0.47	0.360406	0.0391585
0.48	0.378291	0.0384198
0.49	0.396655	0.037645
0.5	0.415469	0.0368329
0.51	0.434701	0.0359828
0.52	0.454309	0.0350939
0.53	0.474248	0.0341654
0.54	0.494466	0.0331967
0.55	0.514905	0.0321873
0.56	0.535502	0.031137
0.57	0.556189	0.0300453
0.58	0.576895	0.0289122
0.59	0.597545	0.0277377
0.6	0.618062	0.0265221
0.61	0.638367	0.0252656
0.62	0.658385	0.0239688
0.63	0.678039	0.0226323
0.64	0.697257	0.021257
0.65	0.71597	0.0198436
0.66	0.734117	0.0183935
0.67	0.75164	0.0169076
0.68	0.768492	0.0153873
0.69	0.78463	0.0138341
0.7	0.800023	0.0122493
0.71	0.814646	0.0106345
0.72	0.828483	0.00899126
0.73	0.841526	0.00732112
0.74	0.853775	0.00562569
0.75	0.865235	0.00390654
0.76	0.87592	0.00216526
0.77	0.885847	0.000403369
0.78	0.895039	-0.00137764
0.79	0.903521	-0.00317631
0.8	0.911324	-0.00499127
0.81	0.918479	-0.00682118
0.82	0.925018	-0.00866477
0.83	0.930976	-0.0105209
0.84	0.936386	-0.0123883
0.85	0.941283	-0.0142661
0.86	0.9457	-0.0161531
0.87	0.94967	-0.0180486
0.88	0.953224	-0.0199515
0.89	0.956393	-0.0218612
0.9	0.959206	-0.0237769
0.91	0.961691	-0.0256978
0.92	0.963872	-0.0276234
0.93	0.965775	-0.0295531
0.94	0.967422	-0.0314863
0.95	0.968834	-0.0334226
0.96	0.970031	-0.0353615
0.97	0.971031	-0.0373026
0.98	0.97185	-0.0392455
0.99	0.972505	-0.0411899
1	0.97301	-0.0431355
1.01	0.973377	-0.0450819
1.02	0.97362	-0.0470289
1.03	0.973747	-0.0489763
1.04	0.973771	-0.0509238
1.05	0.973699	-0.0528713
1.06	0.973541	-0.0548185
1.07	0.973303	-0.0567654
1.08	0.972994	-0.0587117
1.09	0.972619	-0.0606573
1.1	0.972183	-0.0626021
1.11	0.971693	-0.064546
1.12	0.971153	-0.0664889
1.13	0.970568	-0.0684306
1.14	0.969941	-0.0703711
1.15	0.969275	-0.0723104
1.16	0.968575	-0.0742482
1.17	0.967843	-0.0761846
1.18	0.967082	-0.0781196
1.19	0.966294	-0.0800529
1.2	0.965482	-0.0819847
1.21	0.964647	-0.0839149
1.22	0.963791	-0.0858433
1.23	0.962916	-0.08777
1.24	0.962024	-0.089695
1.25	0.961115	-0.0916181
1.26	0.960192	-0.0935394
1.27	0.959254	-0.0954588
1.28	0.958304	-0.0973764
1.29	0.957342	-0.0992921
1.3	0.956368	-0.101206
1.31	0.955385	-0.103118
1.32	0.954392	-0.105027
1.33	0.953389	-0.106935
1.34	0.952379	-0.108841
1.35	0.95136	-0.110745
1.36	0.950334	-0.112646
1.37	0.949301	-0.114546
1.38	0.948261	-0.116443
1.39	0.947215	-0.118339
1.4	0.946163	-0.120232
1.41	0.945106	-0.122124
1.42	0.944042	-0.124013
1.43	0.942974	-0.1259
1.44	0.941901	-0.127785
1.45	0.940823	-0.129667
1.46	0.93974	-0.131548
1.47	0.938652	-0.133426
1.48	0.937561	-0.135303
1.49	0.936465	-0.137177
1.5	0.935365	-0.139048
1.51	0.934261	-0.140918
1.52	0.933153	-0.142785
1.53	0.932041	-0.144651
1.54	0.930925	-0.146514
1.55	0.929806	-0.148374
1.56	0.928683	-0.150233
1.57	0.927557	-0.152089
1.58	0.926427	-0.153943
1.59	0.925293	-0.155795
1.6	0.924156	-0.157644
1.61	0.923015	-0.159491
1.62	0.921871	-0.161336
1.63	0.920724	-0.163179
1.64	0.919573	-0.165019
1.65	0.918419	-0.166857
1.66	0.917261	-0.168693
1.67	0.9161	-0.170526
1.68	0.914936	-0.172357
1.69	0.913768	-0.174186
1.7	0.912597	-0.176012
1.71	0.911422	-0.177836
1.72	0.910245	-0.179658
1.73	0.909063	-0.181477
1.74	0.907879	-0.183294
1.75	0.90669	-0.185109
1.76	0.905499	-0.186921
1.77	0.904304	-0.188731
1.78	0.903105	-0.190538
1.79	0.901903	-0.192343
1.8	0.900698	-0.194146
1.81	0.899489	-0.195946
